TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,SPEED,ACCELERATION,SOURCE
994.1000000001576,00000000-0000-0000-0000-000000000000,BAIT,471,390,7.810249675906654,3.338113720907074,04-12-159-1_batch_4
994.1000000001576,00000000-0000-0000-0000-000000000159,MICE,428,363,6.403124237432849,-0.667943574432627,04-12-159-1_batch_4
994.2000000001576,00000000-0000-0000-0000-000000000000,BAIT,474,388,3.605551275463989,-4.204698400442664,04-12-159-1_batch_4
994.2000000001576,00000000-0000-0000-0000-000000000159,MICE,432,367,5.656854249492381,-0.746269987940468,04-12-159-1_batch_4
994.3000000001576,00000000-0000-0000-0000-000000000000,BAIT,476,386,2.82842712474619,-0.7771241507177988,04-12-159-1_batch_4
994.3000000001576,00000000-0000-0000-0000-000000000159,MICE,434,370,3.605551275463989,-2.051302974028391,04-12-159-1_batch_4
994.4000000001575,00000000-0000-0000-0000-000000000000,BAIT,480,382,5.656854249492381,2.82842712474619,04-12-159-1_batch_4
994.4000000001575,00000000-0000-0000-0000-000000000159,MICE,436,371,2.23606797749979,-1.369483297964199,04-12-159-1_batch_4
994.5000000001576,00000000-0000-0000-0000-000000000000,BAIT,484,378,5.656854249492381,0.0,04-12-159-1_batch_4
994.5000000001576,00000000-0000-0000-0000-000000000159,MICE,438,375,4.47213595499958,2.23606797749979,04-12-159-1_batch_4
994.6000000001576,00000000-0000-0000-0000-000000000000,BAIT,484,377,1.0,-4.656854249492381,04-12-159-1_batch_4
994.6000000001576,00000000-0000-0000-0000-000000000159,MICE,439,376,1.414213562373095,-3.057922392626485,04-12-159-1_batch_4
994.7000000001576,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,-1.0,04-12-159-1_batch_4
994.7000000001576,00000000-0000-0000-0000-000000000159,MICE,441,377,2.23606797749979,0.8218544151266947,04-12-159-1_batch_4
994.8000000001576,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
994.8000000001576,00000000-0000-0000-0000-000000000159,MICE,442,378,1.414213562373095,-0.8218544151266947,04-12-159-1_batch_4
994.9000000001575,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
994.9000000001575,00000000-0000-0000-0000-000000000159,MICE,444,378,2.0,0.5857864376269049,04-12-159-1_batch_4
995.0000000001576,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.0000000001576,00000000-0000-0000-0000-000000000159,MICE,445,378,1.0,-1.0,04-12-159-1_batch_4
995.1000000001576,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.1000000001576,00000000-0000-0000-0000-000000000159,MICE,446,379,1.414213562373095,0.4142135623730951,04-12-159-1_batch_4
995.2000000001576,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.2000000001576,00000000-0000-0000-0000-000000000159,MICE,446,378,1.0,-0.4142135623730951,04-12-159-1_batch_4
995.3000000001578,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.3000000001578,00000000-0000-0000-0000-000000000159,MICE,446,379,1.0,0.0,04-12-159-1_batch_4
995.4000000001578,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.4000000001578,00000000-0000-0000-0000-000000000159,MICE,448,379,2.0,1.0,04-12-159-1_batch_4
995.5000000001578,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.5000000001578,00000000-0000-0000-0000-000000000159,MICE,449,379,1.0,-1.0,04-12-159-1_batch_4
995.6000000001578,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.6000000001578,00000000-0000-0000-0000-000000000159,MICE,450,381,2.23606797749979,1.23606797749979,04-12-159-1_batch_4
995.7000000001578,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.7000000001578,00000000-0000-0000-0000-000000000159,MICE,452,382,2.23606797749979,0.0,04-12-159-1_batch_4
995.800000000158,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.800000000158,00000000-0000-0000-0000-000000000159,MICE,453,384,2.23606797749979,0.0,04-12-159-1_batch_4
995.900000000158,00000000-0000-0000-0000-000000000000,BAIT,484,377,0.0,0.0,04-12-159-1_batch_4
995.900000000158,00000000-0000-0000-0000-000000000159,MICE,456,386,3.605551275463989,1.369483297964199,04-12-159-1_batch_4
996.000000000158,00000000-0000-0000-0000-000000000000,BAIT,484,376,1.0,1.0,04-12-159-1_batch_4
996.000000000158,00000000-0000-0000-0000-000000000159,MICE,458,388,2.82842712474619,-0.7771241507177988,04-12-159-1_batch_4
