TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,SPEED,ACCELERATION,SOURCE
2854.0999999999835,00000000-0000-0000-0000-000000000000,BAIT,503,298,2.82842712474619,-3.574697112686658,24-08-07-306_batch_2
2854.0999999999835,00000000-0000-0000-0000-000000000306,MICE,469,340,3.16227766016838,-2.222887146966124,24-08-07-306_batch_2
2854.1999999999834,00000000-0000-0000-0000-000000000000,BAIT,505,296,2.82842712474619,0.0,24-08-07-306_batch_2
2854.1999999999834,00000000-0000-0000-0000-000000000306,MICE,471,338,2.82842712474619,-0.3338505354221892,24-08-07-306_batch_2
2854.299999999984,00000000-0000-0000-0000-000000000000,BAIT,506,295,1.414213562373095,-1.414213562373095,24-08-07-306_batch_2
2854.299999999984,00000000-0000-0000-0000-000000000306,MICE,472,336,2.23606797749979,-0.5923591472464005,24-08-07-306_batch_2
2854.399999999984,00000000-0000-0000-0000-000000000000,BAIT,510,290,6.403124237432849,4.988910675059754,24-08-07-306_batch_2
2854.399999999984,00000000-0000-0000-0000-000000000306,MICE,473,335,1.414213562373095,-0.8218544151266947,24-08-07-306_batch_2
2854.499999999983,00000000-0000-0000-0000-000000000000,BAIT,513,288,3.605551275463989,-2.797572961968859,24-08-07-306_batch_2
2854.499999999983,00000000-0000-0000-0000-000000000306,MICE,474,333,2.23606797749979,0.8218544151266947,24-08-07-306_batch_2
2854.599999999983,00000000-0000-0000-0000-000000000000,BAIT,517,285,5.0,1.394448724536011,24-08-07-306_batch_2
2854.599999999983,00000000-0000-0000-0000-000000000306,MICE,479,329,6.403124237432849,4.167056259933059,24-08-07-306_batch_2
2854.699999999983,00000000-0000-0000-0000-000000000000,BAIT,521,281,5.656854249492381,0.6568542494923806,24-08-07-306_batch_2
2854.699999999983,00000000-0000-0000-0000-000000000306,MICE,481,326,3.605551275463989,-2.797572961968859,24-08-07-306_batch_2
2854.799999999983,00000000-0000-0000-0000-000000000000,BAIT,523,278,3.605551275463989,-2.051302974028391,24-08-07-306_batch_2
2854.799999999983,00000000-0000-0000-0000-000000000306,MICE,483,324,2.82842712474619,-0.7771241507177988,24-08-07-306_batch_2
2854.899999999983,00000000-0000-0000-0000-000000000000,BAIT,526,274,5.0,1.394448724536011,24-08-07-306_batch_2
2854.899999999983,00000000-0000-0000-0000-000000000306,MICE,487,318,7.211102550927978,4.382675426181788,24-08-07-306_batch_2
2854.9999999999827,00000000-0000-0000-0000-000000000000,BAIT,528,271,3.605551275463989,-1.394448724536011,24-08-07-306_batch_2
2854.9999999999827,00000000-0000-0000-0000-000000000306,MICE,489,315,3.605551275463989,-3.605551275463989,24-08-07-306_batch_2
2855.099999999982,00000000-0000-0000-0000-000000000000,BAIT,529,271,1.0,-2.605551275463989,24-08-07-306_batch_2
2855.099999999982,00000000-0000-0000-0000-000000000306,MICE,492,311,5.0,1.394448724536011,24-08-07-306_batch_2
2855.1999999999825,00000000-0000-0000-0000-000000000000,BAIT,529,269,2.0,1.0,24-08-07-306_batch_2
2855.1999999999825,00000000-0000-0000-0000-000000000306,MICE,494,309,2.82842712474619,-2.17157287525381,24-08-07-306_batch_2
2855.2999999999824,00000000-0000-0000-0000-000000000000,BAIT,529,263,6.0,4.0,24-08-07-306_batch_2
2855.2999999999824,00000000-0000-0000-0000-000000000306,MICE,501,302,9.899494936611664,7.071067811865476,24-08-07-306_batch_2
2855.3999999999824,00000000-0000-0000-0000-000000000000,BAIT,530,260,3.16227766016838,-2.83772233983162,24-08-07-306_batch_2
2855.3999999999824,00000000-0000-0000-0000-000000000306,MICE,503,299,3.605551275463989,-6.293943661147676,24-08-07-306_batch_2
2855.4999999999823,00000000-0000-0000-0000-000000000000,BAIT,529,258,2.23606797749979,-0.9262096826685896,24-08-07-306_batch_2
2855.4999999999823,00000000-0000-0000-0000-000000000306,MICE,505,296,3.605551275463989,0.0,24-08-07-306_batch_2
2855.599999999982,00000000-0000-0000-0000-000000000000,BAIT,529,257,1.0,-1.23606797749979,24-08-07-306_batch_2
2855.599999999982,00000000-0000-0000-0000-000000000306,MICE,506,295,1.414213562373095,-2.191337713090894,24-08-07-306_batch_2
2855.699999999982,00000000-0000-0000-0000-000000000000,BAIT,528,254,3.16227766016838,2.16227766016838,24-08-07-306_batch_2
2855.699999999982,00000000-0000-0000-0000-000000000306,MICE,508,293,2.82842712474619,1.414213562373095,24-08-07-306_batch_2
2855.799999999982,00000000-0000-0000-0000-000000000000,BAIT,527,253,1.414213562373095,-1.748064097795284,24-08-07-306_batch_2
2855.799999999982,00000000-0000-0000-0000-000000000306,MICE,510,291,2.82842712474619,0.0,24-08-07-306_batch_2
2855.899999999982,00000000-0000-0000-0000-000000000000,BAIT,527,252,1.0,-0.4142135623730951,24-08-07-306_batch_2
2855.899999999982,00000000-0000-0000-0000-000000000306,MICE,515,287,6.403124237432849,3.574697112686658,24-08-07-306_batch_2
2855.999999999982,00000000-0000-0000-0000-000000000000,BAIT,526,252,1.0,0.0,24-08-07-306_batch_2
2855.999999999982,00000000-0000-0000-0000-000000000306,MICE,516,286,1.414213562373095,-4.988910675059754,24-08-07-306_batch_2
